,leiden_labels,desc_labels,ctec_db_labels
3211,5,3,7
3212,5,3,7
3213,6,3,7
3214,5,3,7
3215,5,3,7
3216,5,3,7
3217,5,3,7
3218,5,3,7
3219,5,3,7
3220,5,3,7
3221,5,3,7
3222,5,3,7
3223,5,3,7
3224,5,3,7
3225,5,3,7
3226,5,3,7
3227,5,3,7
3228,5,3,7
3229,5,3,7
3230,5,3,7
3231,1,1,0
3232,17,3,7
3233,5,3,7
3234,5,3,7
3235,5,3,7
3236,5,3,7
3237,5,3,7
3238,5,3,7
3239,6,3,7
3240,2,3,7
3241,5,3,7
3242,6,3,7
3243,5,3,7
3244,5,3,7
3245,5,3,7
3246,6,0,0
3247,5,3,7
3248,5,3,7
3249,5,3,7
3250,6,0,0
3251,5,3,7
3252,5,3,7
3253,5,3,7
3254,5,3,7
3255,5,3,7
3256,5,3,7
3257,5,3,7
3258,1,3,7
3259,5,3,7
3260,5,3,7
3261,5,3,7
3262,5,3,7
3263,5,3,7
3264,5,3,7
3265,5,3,7
3266,6,3,7
3267,5,3,7
3268,5,3,7
3269,5,3,7
3270,5,3,7
3271,5,3,7
3272,1,5,6
3273,5,3,7
3274,5,3,7
3275,5,3,7
3276,5,3,7
3277,5,3,7
3278,5,3,7
3279,6,3,7
3280,4,5,6
3281,5,3,7
3282,5,3,7
3283,5,3,7
3284,5,3,7
3285,5,3,7
3286,5,3,7
3287,5,3,7
3288,5,3,7
3289,5,3,7
3290,5,3,7
3291,6,3,7
3292,6,3,7
3293,6,0,0
3294,5,3,7
3295,6,3,7
3296,6,3,7
3297,6,3,7
3298,5,3,7
3299,5,3,7
3300,6,3,7
3301,5,3,7
3302,5,3,7
3303,6,3,7
3304,5,3,7
3305,6,3,7
3306,6,3,7
3307,6,3,7
3308,5,3,7
3309,6,3,7
3310,6,3,7
3311,1,0,0
3312,5,3,7
3313,6,3,7
3314,6,8,0
3315,5,3,7
3316,0,0,0
3317,5,3,7
3318,6,3,7
3319,6,3,7
3320,5,3,7
3321,6,3,7
3322,5,3,7
3323,5,3,7
3324,0,3,7
3325,16,3,7
3326,5,3,7
3327,3,4,5
3328,3,4,5
3329,3,4,5
3330,3,4,5
3331,3,4,5
3332,3,4,5
3333,3,4,5
3334,3,4,5
3335,3,4,5
3336,3,4,5
3337,3,4,5
3340,3,4,5
3341,3,4,5
3343,3,4,5
3344,3,4,5
3345,3,4,5
3346,3,4,5
3347,3,4,5
3348,3,4,5
3349,3,4,5
3351,3,4,5
3352,3,4,5
3353,3,4,5
3354,3,4,5
3355,3,4,5
3356,3,4,5
3357,3,4,5
3358,3,4,5
3359,3,4,5
3360,3,4,5
3361,3,4,5
3362,3,4,5
3363,3,4,5
3364,3,4,5
3365,3,4,5
3366,3,4,5
3367,3,4,5
3368,3,4,5
3369,3,4,5
3370,3,4,5
3371,3,4,5
3372,3,4,5
3373,3,4,5
3374,3,4,5
3375,3,4,5
3376,3,4,5
3377,3,4,5
3378,3,4,5
3379,3,4,5
3380,3,4,5
3381,3,4,5
3382,3,4,5
3383,3,4,5
3384,3,4,5
3385,3,4,5
3387,3,4,5
3388,3,4,5
3389,3,4,5
3390,3,4,5
3391,3,4,5
3392,3,4,5
3394,3,4,5
3396,3,4,5
3397,3,4,5
3398,3,4,5
3399,3,4,5
3400,3,4,5
3401,3,4,5
3402,3,4,5
3403,3,4,5
3404,3,4,5
3405,3,4,5
3406,3,4,5
3407,3,4,5
3408,3,4,5
3409,3,4,5
3410,3,4,5
3411,3,4,5
3412,3,4,5
3413,3,4,5
3414,3,4,5
3415,3,4,5
3416,3,4,5
3417,3,4,5
3418,3,4,5
3419,3,4,5
3420,3,4,5
3421,3,4,5
3422,3,4,5
3423,3,4,5
3424,3,4,5
3425,3,4,5
3426,3,4,5
3427,3,4,5
3428,3,4,5
3429,3,4,5
3431,3,4,5
3432,3,4,5
3433,3,4,5
3434,3,4,5
3435,3,4,5
3436,3,4,5
3437,3,4,5
3438,3,4,5
3439,3,4,5
3440,3,4,5
3441,3,4,5
3442,3,4,5
3443,3,4,5
3444,3,4,5
3445,3,4,5
3446,3,4,5
3447,3,4,5
3448,6,4,5
3449,3,4,5
3450,3,4,5
3451,3,4,5
3452,3,4,5
3453,3,4,5
3454,3,4,5
3455,3,4,5
3456,3,4,5
3457,3,4,5
3458,3,4,5
3459,6,1,0
3460,6,0,0
3461,6,1,0
3462,6,3,7
3463,6,0,0
3464,6,8,0
3465,1,2,0
3466,6,0,0
3467,6,1,0
3468,6,0,0
3469,2,2,0
3470,4,5,6
3471,6,3,7
3472,6,0,0
3473,6,3,7
3474,6,0,0
3475,2,0,0
3476,6,1,0
3477,6,3,7
3478,6,3,7
3479,6,0,0
3480,6,5,6
3481,1,1,0
3482,3,4,5
3483,6,0,0
3484,6,3,7
3485,6,3,7
3486,6,1,0
3487,6,0,0
3488,1,1,0
3489,6,0,0
3490,6,0,0
3491,6,1,0
3492,6,0,0
3493,6,0,0
3494,6,8,0
3495,6,8,0
3496,6,0,0
3497,6,8,0
3498,0,1,0
3499,2,0,0
3500,1,0,0
3501,6,0,0
3502,4,5,6
3503,6,1,0
3504,6,0,0
3505,6,0,0
3506,6,0,0
3507,6,0,0
3508,6,0,0
3509,6,1,0
3510,6,0,0
3511,6,1,0
3512,6,0,0
3513,6,1,0
3514,2,0,0
3515,6,1,0
3516,6,0,0
3517,6,0,0
3518,0,1,0
3519,2,0,0
3520,6,1,0
3521,3,4,5
3522,5,3,7
3523,2,1,0
3524,6,0,0
3525,0,1,0
3526,6,8,0
3527,6,0,0
3528,6,0,0
3529,1,2,0
3530,6,1,0
3531,6,1,0
3532,1,1,0
3533,6,8,0
3534,6,1,0
3535,6,0,0
3536,0,2,0
3537,6,0,0
3538,9,11,10
3539,6,8,0
3540,6,8,0
3541,6,8,0
3542,6,8,0
3543,6,1,0
3544,0,1,0
3545,7,6,8
3546,6,0,0
3547,6,0,0
3548,3,4,5
3549,6,0,0
3550,0,1,0
3551,6,0,0
3552,6,8,0
3553,6,8,0
3554,6,8,0
3555,6,8,0
3556,6,8,0
3557,0,0,0
3558,6,1,0
3559,2,2,0
3560,0,1,0
3561,6,1,0
3562,6,2,0
3563,6,2,0
3564,6,0,0
3565,6,2,0
3566,6,1,0
3567,6,0,0
3568,6,2,0
3569,6,0,0
3570,1,3,7
3571,6,1,0
3572,6,0,0
3573,6,0,0
3574,6,0,0
3575,6,8,0
3576,6,1,0
3577,6,3,7
3578,6,1,0
3579,6,0,0
3580,6,0,0
3581,6,3,7
3582,6,1,0
3583,6,0,0
3584,6,2,0
3585,6,8,0
3586,6,3,7
3587,6,0,0
3588,0,2,0
3589,0,1,0
3590,0,1,0
3591,2,0,0
3592,6,0,0
3593,6,0,0
3594,6,0,0
3595,6,8,0
3596,0,1,0
3597,6,3,7
3598,6,0,0
3599,6,0,0
3600,6,1,0
3601,6,1,0
3602,6,1,0
3603,6,8,0
3604,6,0,0
3605,6,0,0
3606,6,0,0
3607,2,3,7
3608,6,8,0
3609,6,0,0
3610,6,0,0
3611,6,0,0
3612,6,0,0
3613,6,0,0
3614,6,0,0
3615,6,3,7
3616,6,0,0
3617,6,0,0
3618,6,0,0
3619,6,0,0
3620,6,0,0
3621,6,0,0
3622,6,3,7
3623,6,0,0
3624,6,1,0
3625,6,0,0
3626,6,1,0
3627,6,3,7
3628,0,0,0
3629,6,8,0
3630,6,1,0
3631,6,0,0
3632,6,8,0
3633,6,0,0
3634,6,1,0
3635,6,1,0
3636,6,1,0
3637,6,1,0
3638,6,1,0
3639,1,1,0
3640,6,0,0
3641,6,0,0
3642,0,0,0
3643,6,0,0
3644,6,8,0
3645,6,0,0
3646,6,0,0
3647,6,1,0
3648,6,3,7
3649,6,0,0
3650,1,1,0
3651,6,8,0
3652,6,8,0
3653,6,3,7
3654,6,0,0
3655,6,0,0
3656,6,1,0
3657,6,8,0
3658,6,8,0
3659,6,1,0
3660,6,0,0
3661,6,8,0
3662,0,0,0
3663,6,0,0
3664,6,0,0
3665,0,0,0
3666,6,0,0
3667,6,0,0
3668,0,1,0
3669,6,8,0
3670,6,0,0
3671,6,1,0
3672,6,1,0
3673,6,3,7
3674,6,1,0
3675,6,8,0
3676,6,3,7
3677,6,3,7
3678,6,12,2
3679,6,1,0
3680,7,6,8
3681,6,6,8
3682,6,9,1
3683,7,6,8
3684,6,9,1
3685,10,9,1
3686,6,9,1
3687,7,6,8
3688,10,9,1
3689,7,6,8
3690,6,0,0
3691,0,6,8
3692,7,6,8
3693,16,3,7
3694,7,6,8
3695,4,5,6
3696,10,9,1
3697,7,6,8
3698,7,6,8
3699,7,6,8
3700,10,9,1
3701,7,6,8
3702,11,5,6
3703,7,6,8
3704,0,5,6
3705,7,9,1
3706,11,5,6
3707,10,9,1
3708,4,5,6
3709,10,9,1
3710,7,6,8
3711,12,12,2
3712,10,9,1
3713,11,5,6
3714,7,6,8
3715,10,9,1
3716,10,9,1
3717,11,3,7
3718,11,5,6
3719,10,9,1
3720,10,9,1
3721,7,6,8
3722,10,9,1
3723,10,9,1
3724,11,5,6
3725,11,9,1
3726,7,6,8
3727,7,6,8
3728,4,5,6
3729,3,4,5
3730,7,6,8
3731,11,5,6
3732,7,6,8
3733,6,6,8
3734,11,0,0
3735,7,6,8
3736,7,6,8
3737,11,5,6
3738,7,6,8
3739,7,6,8
3740,7,6,8
3741,10,9,1
3742,7,6,8
3743,7,6,8
3744,11,0,0
3745,11,8,0
3746,11,5,6
3747,10,9,1
3748,10,9,1
3749,10,9,1
3750,7,6,8
3751,7,6,8
3752,4,5,6
3753,7,6,8
3754,11,6,8
3755,7,6,8
3756,7,6,8
3757,11,5,6
3758,10,9,1
3759,10,9,1
3760,4,5,6
3761,10,9,1
3762,7,6,8
3763,10,9,1
3764,7,6,8
3765,10,9,1
3766,7,6,8
3767,7,6,8
3768,10,9,1
3769,7,6,8
3770,7,6,8
3771,6,3,7
3772,7,6,8
3773,7,9,1
3774,7,6,8
3775,10,9,1
3776,2,0,0
3777,11,5,6
3778,7,6,8
3779,7,6,8
3780,7,6,8
3781,7,6,8
3782,7,6,8
3783,11,9,1
3784,7,6,8
3785,10,9,1
3786,10,9,1
3787,7,6,8
3788,7,6,8
3789,7,6,8
3790,2,0,0
3791,10,9,1
3792,7,6,8
3793,7,6,8
3794,10,9,1
3795,7,6,8
3796,7,6,8
3797,11,5,6
3798,2,5,6
3799,7,6,8
3800,7,6,8
3801,7,6,8
3802,10,9,1
3803,7,6,8
3804,10,9,1
3805,11,0,0
3806,11,0,0
3807,7,6,8
3808,7,6,8
3809,7,6,8
3810,11,5,6
3811,11,6,8
3812,7,6,8
3813,7,6,8
3814,7,6,8
3815,7,6,8
3816,7,6,8
3817,7,6,8
3818,7,6,8
3819,7,6,8
3820,7,6,8
3821,4,5,6
3822,11,5,6
3823,11,5,6
3824,11,0,0
3825,7,6,8
3826,7,6,8
3827,7,6,8
3828,7,6,8
3829,6,9,1
3830,7,6,8
3831,2,0,0
3832,7,6,8
3833,7,6,8
3834,7,6,8
3835,11,5,6
3836,7,6,8
3837,7,6,8
3838,10,9,1
3839,7,6,8
3840,6,8,0
3841,6,6,8
3842,7,6,8
3843,6,6,8
3844,7,6,8
3845,6,9,1
3846,6,5,6
3847,7,6,8
3848,10,9,1
3849,4,5,6
3850,4,5,6
3851,7,6,8
3852,7,6,8
3853,7,6,8
3854,6,6,8
3855,6,6,8
3856,6,9,1
3857,11,6,8
3858,4,5,6
3859,6,6,8
3860,6,6,8
3861,7,6,8
3862,6,0,0
3863,7,6,8
3864,7,6,8
3865,2,5,6
3866,10,9,1
3867,7,6,8
3868,6,6,8
3869,11,9,1
3870,4,5,6
3871,4,5,6
3872,4,5,6
3873,4,5,6
3874,4,5,6
3875,4,5,6
3876,2,0,0
3877,4,5,6
3878,4,5,6
3879,4,5,6
3880,5,3,7
3881,4,5,6
3882,4,5,6
3883,4,5,6
3884,4,5,6
3885,6,5,6
3886,4,5,6
3887,2,0,0
3888,4,5,6
3889,4,5,6
3890,4,5,6
3891,4,5,6
3892,4,5,6
3893,4,5,6
3894,4,5,6
3895,4,5,6
3896,6,5,6
3897,4,5,6
3898,4,5,6
3899,5,0,0
3900,4,5,6
3901,4,5,6
3902,4,5,6
3903,2,5,6
3904,4,5,6
3905,4,5,6
3906,4,5,6
3907,4,5,6
3908,4,5,6
3909,4,5,6
3910,4,5,6
3911,4,5,6
3912,2,0,0
3913,4,5,6
3914,4,5,6
3915,4,5,6
3916,2,5,6
3917,2,5,6
3918,2,5,6
3919,4,5,6
3920,4,5,6
3921,4,5,6
3922,4,5,6
3923,13,10,3
3924,4,5,6
3925,4,5,6
3926,4,5,6
3927,4,5,6
3928,4,5,6
3929,2,0,0
3930,4,5,6
3931,4,5,6
3932,4,5,6
3933,4,5,6
3934,4,5,6
3935,4,5,6
3936,4,5,6
3937,4,5,6
3938,4,5,6
3939,4,5,6
3940,4,5,6
3941,4,5,6
3942,4,5,6
3943,4,5,6
3944,4,5,6
3945,4,5,6
3946,4,5,6
3947,2,5,6
3948,4,5,6
3949,6,5,6
3950,4,5,6
3951,4,5,6
3952,4,5,6
3953,4,5,6
3954,4,5,6
3955,4,5,6
3956,4,5,6
3957,4,5,6
3958,4,5,6
3959,4,5,6
3960,4,5,6
3961,4,5,6
3962,4,5,6
3963,4,5,6
3964,4,5,6
3965,2,3,7
3966,4,5,6
3967,4,5,6
3968,0,5,6
3969,4,5,6
3970,4,5,6
3971,4,5,6
3972,4,5,6
3973,6,5,6
3974,4,5,6
3975,4,5,6
3976,4,5,6
3977,4,5,6
3978,4,5,6
3979,4,5,6
3980,6,5,6
3981,6,5,6
3982,4,5,6
3983,4,5,6
3984,4,5,6
3985,6,5,6
3986,6,5,6
3987,6,5,6
3988,4,5,6
3989,4,5,6
3990,6,5,6
3991,0,1,0
3992,6,0,0
3993,6,1,0
3994,1,0,0
3995,1,2,0
3996,1,1,0
3997,1,0,0
3998,6,0,0
3999,6,0,0
4000,11,5,6
4001,6,0,0
4002,0,2,0
4003,1,2,0
4004,1,0,0
4005,11,1,0
4006,0,0,0
4007,2,0,0
4008,0,0,0
4009,1,1,0
4010,2,1,0
4011,1,2,0
4012,1,2,0
4013,1,2,0
4014,1,2,0
4015,0,0,0
4016,6,1,0
4017,1,2,0
4018,1,1,0
4019,6,1,0
4020,1,2,0
4021,1,2,0
4022,1,1,0
4023,1,9,1
4024,6,5,6
4025,6,1,0
4026,6,0,0
4027,6,0,0
4028,6,1,0
4029,1,0,0
4030,1,3,7
4031,0,2,0
4032,11,0,0
4033,0,2,0
4034,1,1,0
4035,6,0,0
4036,1,1,0
4037,0,0,0
4038,1,0,0
4039,2,2,0
4040,0,1,0
4041,1,3,7
4042,16,3,7
4043,0,2,0
4044,6,1,0
4045,6,1,0
4046,6,0,0
4047,1,0,0
4048,1,2,0
4049,0,0,0
4050,1,0,0
4051,6,0,0
4052,1,0,0
4053,1,1,0
4054,1,0,0
4055,1,0,0
4056,11,0,0
4057,6,0,0
4058,1,0,0
4059,1,2,0
4060,2,1,0
4061,1,2,0
4062,0,0,0
4063,1,1,0
4064,1,1,0
4065,2,0,0
4066,11,0,0
4067,1,1,0
4068,6,1,0
4069,0,1,0
4070,6,0,0
4071,1,0,0
4072,1,2,0
4073,5,3,7
4074,0,0,0
4075,11,0,0
4076,1,2,0
4077,1,2,0
4078,1,1,0
4079,1,1,0
4080,1,0,0
4081,6,0,0
4082,6,8,0
4083,16,3,7
4084,1,0,0
4085,5,3,7
4086,1,2,0
4087,0,2,0
4088,1,1,0
4089,6,2,0
4090,1,0,0
4091,0,1,0
4092,1,1,0
4093,1,0,0
4094,2,1,0
4095,1,2,0
4096,1,2,0
4097,8,7,9
4098,6,0,0
4099,6,1,0
4100,1,1,0
4101,2,0,0
4102,1,2,0
4103,1,2,0
4104,1,2,0
4105,6,0,0
4106,11,1,0
4107,6,1,0
4108,16,3,7
4109,11,5,6
4110,1,1,0
4111,0,0,0
4112,0,1,0
4113,1,1,0
4114,1,2,0
4115,1,1,0
4116,3,4,5
4117,11,0,0
4118,1,1,0
4119,0,0,0
4120,2,1,0
4121,1,1,0
4122,1,3,7
4123,1,1,0
4124,1,1,0
4125,6,0,0
4126,1,2,0
4127,2,0,0
4128,1,2,0
4129,1,1,0
4130,6,1,0
4131,6,8,0
4132,11,0,0
4133,6,5,6
4134,6,1,0
4135,6,2,0
4136,6,2,0
4137,1,1,0
4138,5,3,7
4139,0,1,0
4140,16,3,7
4141,6,0,0
4142,6,2,0
4143,0,5,6
4144,6,1,0
4145,6,1,0
4146,6,0,0
4147,6,0,0
4148,6,0,0
4149,6,0,0
4150,6,1,0
4151,6,1,0
4152,6,0,0
4153,6,0,0
4154,11,0,0
4155,1,2,0
4156,6,5,6
4157,0,0,0
4158,2,0,0
4159,1,2,0
4160,11,0,0
4161,6,1,0
4162,6,3,7
4163,0,2,0
4164,12,12,2
4165,0,2,0
4166,0,2,0
4167,0,1,0
4168,2,1,0
4169,5,3,7
4170,0,1,0
4171,0,2,0
4172,6,1,0
4173,2,0,0
4174,0,2,0
4175,2,2,0
4176,1,1,0
4177,0,1,0
4178,1,2,0
4179,0,1,0
4180,4,0,0
4181,1,2,0
4182,1,0,0
4183,2,0,0
4184,2,2,0
4185,0,2,0
4186,2,1,0
4187,0,1,0
4188,1,2,0
4189,1,1,0
4190,6,0,0
4191,0,2,0
4192,0,2,0
4193,3,4,5
4194,0,2,0
4195,0,2,0
4196,2,1,0
4197,0,0,0
4198,6,2,0
4199,0,1,0
4200,0,1,0
4201,1,2,0
4202,0,0,0
4203,1,2,0
4204,0,2,0
4205,0,1,0
4206,6,2,0
4207,0,1,0
4208,2,1,0
4209,0,1,0
4210,1,2,0
4211,1,2,0
4212,0,1,0
4213,2,0,0
4214,3,4,5
4215,1,2,0
4216,0,2,0
4217,1,2,0
4218,2,2,0
4219,0,1,0
4220,2,2,0
4221,0,2,0
4222,6,2,0
4223,1,1,0
4224,0,1,0
4225,0,1,0
4226,0,2,0
4227,2,3,7
4228,0,2,0
4229,0,1,0
4230,0,1,0
4231,0,1,0
4232,2,0,0
4233,0,1,0
4234,0,2,0
4235,0,2,0
4236,0,1,0
4237,0,2,0
4238,0,2,0
4239,0,2,0
4240,0,1,0
4241,0,2,0
4242,0,0,0
4243,6,8,0
4244,1,0,0
4245,1,2,0
4246,0,1,0
4247,0,2,0
4248,2,2,0
4249,0,1,0
4250,1,2,0
4251,2,1,0
4252,6,1,0
4253,0,1,0
4254,2,1,0
4255,0,0,0
4256,2,0,0
4257,1,2,0
4258,0,1,0
4259,0,2,0
4260,1,1,0
4261,1,1,0
4262,6,0,0
4263,2,0,0
4264,0,2,0
4265,0,2,0
4266,1,1,0
4267,0,1,0
4268,0,1,0
4269,0,2,0
4270,0,1,0
4271,0,1,0
4272,0,2,0
4273,1,0,0
4274,0,2,0
4275,0,0,0
4276,0,1,0
4277,0,2,0
4278,0,2,0
4279,6,0,0
4280,2,2,0
4281,0,2,0
4282,0,3,7
4283,2,1,0
4284,10,9,1
4285,0,2,0
4286,0,1,0
4287,1,3,7
4288,0,2,0
4289,2,2,0
4290,1,2,0
4291,0,2,0
4292,0,1,0
4293,0,1,0
4294,0,0,0
4295,0,2,0
4296,0,2,0
4297,0,0,0
4298,1,2,0
4299,6,1,0
4300,1,1,0
4301,1,1,0
4302,0,1,0
4303,2,1,0
4304,0,2,0
4305,2,2,0
4306,2,2,0
4307,2,2,0
4308,2,0,0
4309,2,1,0
4310,0,2,0
4311,0,1,0
4312,1,1,0
4313,1,2,0
4314,0,2,0
4315,1,1,0
4316,0,2,0
4317,0,2,0
4318,1,2,0
4319,0,2,0
4320,2,2,0
4321,2,0,0
4322,0,2,0
4323,1,2,0
4324,0,2,0
4325,11,5,6
4326,0,2,0
4327,1,1,0
4328,0,2,0
4329,1,1,0
4330,0,1,0
4331,0,1,0
4332,1,0,0
4333,0,2,0
4334,0,1,0
4335,6,2,0
4336,0,0,0
4337,0,1,0
4338,0,2,0
4339,0,2,0
4340,6,1,0
4341,0,2,0
4342,0,1,0
4343,0,2,0
4344,2,1,0
4345,1,3,7
4346,6,1,0
4347,6,1,0
4348,6,1,0
4349,0,1,0
4350,1,2,0
4351,8,7,9
4352,8,7,9
4353,8,7,9
4354,8,7,9
4355,8,7,9
4356,8,7,9
4357,8,7,9
4358,8,7,9
4359,8,7,9
4360,8,7,9
4361,8,7,9
4362,8,7,9
4363,8,7,9
4364,8,7,9
4365,8,7,9
4366,8,7,9
4367,8,7,9
4368,8,7,9
4369,8,7,9
4370,8,7,9
4371,8,7,9
4372,8,7,9
4373,8,7,9
4374,8,7,9
4375,8,7,9
4376,8,7,9
4377,8,7,9
4378,8,7,9
4379,8,7,9
4380,8,7,9
4381,8,7,9
4382,15,7,9
4383,8,7,9
4385,8,7,9
4387,8,7,9
4388,8,7,9
4389,8,7,9
4390,8,7,9
4391,8,7,9
4392,8,7,9
4393,8,7,9
4394,8,7,9
4395,8,7,9
4396,8,7,9
4397,8,7,9
4398,8,7,9
4399,8,7,9
4400,8,7,9
4401,8,7,9
4402,15,7,9
4458,17,5,6
4459,17,5,6
4460,17,3,7
4461,17,8,0
4462,17,4,5
4463,17,3,7
4464,17,0,0
4465,17,8,0
4466,17,0,0
4467,17,8,0
4468,6,3,7
4469,17,4,5
4470,17,4,5
4471,17,8,0
4472,17,5,6
4473,17,4,5
4474,17,8,0
4475,17,4,5
4476,17,4,5
4477,17,9,1
4478,17,8,0
4479,17,3,7
4480,17,8,0
4494,2,2,0
4520,1,2,0
4530,6,8,0
4531,6,8,0
4532,6,5,6
4533,6,0,0
4534,6,8,0
4535,6,8,0
4536,6,3,7
4537,6,0,0
4538,6,10,3
4539,6,8,0
4540,6,8,0
4541,6,5,6
4542,10,9,1
4543,3,4,5
4544,6,8,0
4545,6,5,6
4546,6,8,0
4547,6,3,7
4548,6,9,1
4549,15,10,3
4550,3,4,5
4551,6,0,0
4552,3,4,5
4553,6,0,0
4554,6,0,0
4555,6,0,0
4556,6,0,0
4557,6,0,0
4558,6,8,0
4559,6,8,0
4560,6,2,0
4561,6,0,0
4562,4,5,6
4563,6,3,7
4564,6,0,0
4565,6,3,7
4566,6,0,0
4567,6,8,0
4568,6,8,0
4569,6,3,7
4570,6,2,0
4571,10,9,1
4572,6,3,7
4573,6,8,0
4574,6,0,0
4575,6,1,0
4576,6,0,0
4577,4,5,6
4578,6,3,7
4579,3,4,5
4580,1,0,0
4581,6,0,0
4582,13,10,3
4583,6,0,0
4584,5,3,7
4585,6,0,0
4586,4,5,6
4587,6,8,0
4588,6,9,1
4589,6,0,0
4590,15,7,9
4591,6,5,6
4592,6,8,0
4593,2,0,0
4594,6,0,0
4595,6,8,0
4596,6,1,0
4597,6,5,6
4598,6,0,0
4599,6,3,7
4600,6,8,0
4601,6,0,0
4602,6,0,0
4603,6,1,0
4604,6,8,0
4605,6,8,0
4606,10,9,1
4607,7,6,8
4608,6,8,0
4609,6,0,0
4610,6,5,6
4611,6,0,0
4612,7,6,8
4613,6,1,0
4614,6,3,7
4615,6,0,0
4616,6,0,0
4617,6,5,6
4618,6,0,0
4619,6,1,0
4620,6,8,0
4621,6,0,0
4622,3,4,5
4623,6,3,7
4624,6,0,0
4625,6,0,0
4626,10,9,1
4627,6,8,0
4628,6,8,0
4629,6,5,6
4630,6,0,0
4631,6,0,0
4632,6,1,0
4633,6,8,0
4634,12,12,2
4635,6,0,0
4636,8,7,9
4637,6,0,0
4638,8,7,9
4639,6,8,0
4640,6,0,0
4641,6,1,0
4642,6,0,0
4643,3,4,5
4644,13,10,3
4645,6,0,0
4646,6,8,0
4647,6,3,7
4648,6,8,0
4649,6,6,8
4650,13,10,3
4651,6,9,1
4652,13,10,3
4653,6,8,0
4654,9,11,10
4655,2,2,0
4656,2,2,0
4657,3,4,5
4658,3,4,5
4659,3,4,5
4660,3,4,5
4661,0,2,0
4662,12,12,2
4663,3,4,5
4664,8,7,9
4665,16,3,7
4666,8,7,9
4667,1,1,0
4668,11,2,0
4669,7,9,1
4670,1,2,0
4671,3,4,5
4672,0,1,0
4673,12,12,2
4674,5,3,7
4675,3,4,5
4676,2,3,7
4677,0,2,0
4678,7,6,8
4679,0,0,0
4680,0,2,0
4681,0,2,0
4682,2,0,0
4683,14,13,4
4684,3,4,5
4685,0,2,0
4686,2,1,0
4687,12,12,2
4688,2,0,0
4689,2,2,0
4690,2,1,0
4691,1,2,0
4692,12,12,2
4693,5,3,7
4694,3,4,5
4695,14,13,4
4696,4,5,6
4697,4,0,0
4698,8,7,9
4699,2,2,0
4700,2,2,0
4701,3,4,5
4702,14,13,4
4703,4,5,6
4704,2,2,0
4705,0,2,0
4706,1,1,0
4707,0,2,0
4708,16,3,7
4709,2,9,1
4710,2,2,0
4711,4,5,6
4712,1,2,0
4713,1,2,0
4714,3,4,5
4715,5,3,7
4716,4,5,6
4717,7,6,8
4718,0,2,0
4719,4,5,6
4720,4,5,6
4721,12,12,2
4722,2,2,0
4723,0,2,0
4724,4,5,6
4725,16,3,7
4726,1,2,0
4727,7,6,8
4728,3,4,5
4729,7,6,8
4730,15,10,3
4731,13,10,3
4732,2,1,0
4733,9,11,10
4734,3,4,5
4735,13,10,3
4736,1,2,0
4737,13,10,3
4738,3,4,5
4739,8,7,9
4740,7,6,8
4741,11,0,0
4742,0,2,0
4743,2,2,0
4744,4,5,6
4745,7,6,8
4746,4,5,6
4747,7,6,8
4748,2,2,0
4749,4,5,6
4750,0,2,0
4751,3,4,5
4752,2,2,0
4753,8,7,9
4754,3,4,5
4755,8,7,9
4756,1,2,0
4757,7,6,8
4758,5,3,7
4759,8,7,9
4760,2,2,0
4761,8,7,9
4762,8,7,9
4763,2,2,0
4764,2,2,0
4765,0,2,0
4766,2,3,7
4767,1,1,0
4768,10,9,1
4769,4,5,6
4770,1,2,0
4771,2,3,7
4772,4,5,6
4773,9,11,10
4774,7,6,8
4775,0,1,0
4776,2,2,0
4777,4,5,6
4778,4,5,6
4779,5,3,7
4780,0,2,0
4781,5,3,7
4782,4,5,6
4783,3,4,5
4784,13,10,3
4785,3,4,5
4786,9,11,10
4787,1,1,0
4788,5,3,7
4789,4,5,6
4790,3,4,5
4791,8,7,9
4792,11,1,0
4793,8,7,9
4794,0,2,0
4795,1,2,0
4796,1,2,0
4797,0,2,0
4798,13,10,3
4799,4,5,6
4800,8,7,9
4801,3,4,5
4802,1,2,0
4803,0,0,0
4804,5,3,7
4805,11,0,0
4806,0,0,0
4807,5,3,7
4808,4,5,6
4809,4,5,6
4810,8,7,9
4811,1,1,0
4812,12,12,2
4813,7,6,8
4814,5,3,7
4815,14,13,4
4816,11,5,6
4817,5,3,7
4818,11,5,6
4819,4,5,6
4820,5,3,7
4821,5,3,7
4822,12,12,2
4823,0,2,0
4824,3,4,5
4825,0,2,0
4826,12,12,2
4827,4,5,6
4828,3,4,5
4829,4,5,6
4830,2,2,0
4831,10,9,1
4832,5,3,7
4833,2,2,0
4834,5,3,7
4835,2,2,0
4836,8,7,9
4837,5,3,7
4838,8,7,9
4839,1,2,0
4840,2,2,0
4841,7,6,8
4842,5,3,7
4843,2,5,6
4844,4,5,6
4845,2,2,0
4846,7,6,8
4847,4,5,6
4848,2,8,0
4849,7,9,1
4850,3,4,5
4851,2,2,0
4852,4,5,6
4853,2,5,6
4854,1,2,0
4855,1,2,0
4856,11,2,0
4857,10,9,1
4858,0,2,0
4859,0,2,0
4860,12,12,2
4861,2,2,0
4862,14,13,4
4863,5,3,7
4864,11,5,6
4865,13,10,3
4866,4,5,6
4867,9,11,10
4868,7,6,8
4869,4,5,6
4870,5,3,7
4871,3,4,5
4872,16,3,7
4873,0,2,0
4874,1,1,0
4875,7,6,8
