,leiden_labels,desc_labels,ctec_ob_labels
3198,4,9,12
3199,10,9,2
3200,12,12,4
3201,5,3,13
3202,5,3,13
3203,5,3,13
3204,6,3,14
3205,7,6,15
3206,5,3,13
3207,6,0,14
3208,5,3,13
3209,6,0,0
3210,5,3,13
3211,5,3,13
3212,5,3,13
3213,6,3,0
3214,5,3,13
3215,5,3,13
3216,5,3,13
3217,5,3,13
3218,5,3,13
3219,5,3,13
3220,5,3,13
3221,5,3,13
3222,5,3,13
3223,5,3,13
3224,5,3,13
3225,5,3,13
3226,5,3,13
3227,5,3,13
3228,5,3,13
3229,5,3,13
3230,5,3,13
3231,1,1,0
3232,17,3,9
3233,5,3,13
3234,5,3,13
3235,5,3,13
3236,5,3,13
3237,5,3,13
3238,5,3,13
3239,6,3,0
3240,2,3,13
3241,5,3,13
3242,6,3,0
3243,5,3,13
3244,5,3,13
3245,5,3,13
3246,6,0,0
3247,5,3,13
3248,5,3,13
3249,5,3,13
3250,6,0,0
3251,5,3,13
3252,5,3,13
3253,5,3,13
3254,5,3,13
3255,5,3,13
3256,5,3,13
3257,5,3,13
3258,1,3,0
3259,5,3,13
3260,5,3,13
3261,5,3,13
3262,5,3,13
3263,5,3,13
3264,5,3,13
3265,5,3,13
3266,6,3,0
3267,5,3,13
3268,5,3,13
3269,5,3,13
3270,5,3,13
3271,5,3,13
3272,1,5,12
3273,5,3,13
3274,5,3,13
3275,5,3,13
3276,5,3,13
3277,5,3,13
3278,5,3,13
3279,6,3,0
3280,4,5,12
3281,5,3,13
3282,5,3,13
3283,5,3,13
3284,5,3,13
3285,5,3,13
3286,5,3,13
3287,5,3,13
3288,5,3,13
3289,5,3,13
3290,5,3,13
3291,6,3,0
3292,6,3,0
3293,6,0,0
3294,5,3,13
3295,6,3,0
3296,6,3,0
3297,6,3,14
3298,5,3,13
3299,5,3,13
3300,6,3,14
3301,5,3,13
3302,5,3,13
3303,6,3,14
3304,5,3,13
3305,6,3,13
3306,6,3,14
3307,6,3,0
3308,5,3,13
3309,6,3,0
3310,6,3,0
3311,1,0,0
3312,5,3,13
3313,6,3,14
3314,6,8,14
3315,5,3,13
3316,0,0,0
3317,5,3,13
3318,6,3,14
3319,6,3,14
3320,5,3,13
3321,6,3,13
3322,5,3,13
3323,5,3,13
3324,0,3,0
3325,16,3,8
3326,5,3,13
3327,3,4,11
3328,3,4,11
3329,3,4,11
3330,3,4,11
3331,3,4,11
3332,3,4,11
3333,3,4,11
3334,3,4,11
3335,3,4,11
3336,3,4,11
3337,3,4,11
3340,3,4,11
3341,3,4,11
3343,3,4,11
3344,3,4,11
3345,3,4,11
3346,3,4,11
3347,3,4,11
3348,3,4,11
3349,3,4,11
3351,3,4,11
3352,3,4,11
3353,3,4,11
3354,3,4,11
3355,3,4,11
3356,3,4,11
3357,3,4,11
3358,3,4,11
3359,3,4,11
3360,3,4,11
3361,3,4,11
3362,3,4,11
3363,3,4,11
3364,3,4,11
3365,3,4,11
3366,3,4,11
3367,3,4,11
3368,3,4,11
3369,3,4,11
3370,3,4,11
3371,3,4,11
3372,3,4,11
3373,3,4,11
3374,3,4,11
3375,3,4,11
3376,3,4,11
3377,3,4,11
3378,3,4,11
3379,3,4,11
3380,3,4,11
3381,3,4,11
3382,3,4,11
3383,3,4,11
3384,3,4,11
3385,3,4,11
3387,3,4,11
3388,3,4,11
3389,3,4,11
3390,3,4,11
3391,3,4,11
3392,3,4,11
3394,3,4,11
3396,3,4,11
3397,3,4,11
3398,3,4,11
3399,3,4,11
3400,3,4,11
3401,3,4,11
3402,3,4,11
3403,3,4,11
3404,3,4,11
3405,3,4,11
3406,3,4,11
3407,3,4,11
3408,3,4,11
3409,3,4,11
3410,3,4,11
3411,3,4,11
3412,3,4,11
3413,3,4,11
3414,3,4,11
3415,3,4,11
3416,3,4,11
3417,3,4,11
3418,3,4,11
3419,3,4,11
3420,3,4,11
3421,3,4,11
3422,3,4,11
3423,3,4,11
3424,3,4,11
3425,3,4,11
3426,3,4,11
3427,3,4,11
3428,3,4,11
3429,3,4,11
3431,3,4,11
3432,3,4,11
3433,3,4,11
3434,3,4,11
3435,3,4,11
3436,3,4,11
3437,3,4,11
3438,3,4,11
3439,3,4,11
3440,3,4,11
3441,3,4,11
3442,3,4,11
3443,3,4,11
3444,3,4,11
3445,3,4,11
3446,3,4,11
3447,3,4,11
3448,6,4,11
3449,3,4,11
3450,3,4,11
3451,3,4,11
3452,3,4,11
3453,3,4,11
3454,3,4,11
3455,3,4,11
3456,3,4,11
3457,3,4,11
3458,3,4,11
3459,6,1,14
3460,6,0,14
3461,6,1,0
3462,6,3,14
3463,6,0,0
3464,6,8,0
3465,1,2,0
3466,6,0,0
3467,6,1,0
3468,6,0,14
3469,2,2,0
3470,4,5,12
3471,6,3,0
3472,6,0,14
3473,6,3,0
3474,6,0,14
3475,2,0,0
3476,6,1,0
3477,6,3,14
3478,6,3,14
3479,6,0,0
3480,6,5,0
3481,1,1,0
3482,3,4,11
3483,6,0,0
3484,6,3,0
3485,6,3,14
3486,6,1,0
3487,6,0,0
3488,1,1,0
3489,6,0,0
3490,6,0,0
3491,6,1,0
3492,6,0,14
3493,6,0,14
3494,6,8,14
3495,6,8,14
3496,6,0,0
3497,6,8,14
3498,0,1,0
3499,2,0,0
3500,1,0,0
3501,6,0,0
3502,4,5,12
3503,6,1,14
3504,6,0,0
3505,6,0,14
3506,6,0,0
3507,6,0,0
3508,6,0,0
3509,6,1,14
3510,6,0,0
3511,6,1,0
3512,6,0,0
3513,6,1,14
3514,2,0,0
3515,6,1,14
3516,6,0,0
3517,6,0,14
3518,0,1,0
3519,2,0,0
3520,6,1,14
3521,3,4,11
3522,5,3,13
3523,2,1,0
3524,6,0,0
3525,0,1,0
3526,6,8,0
3527,6,0,14
3528,6,0,0
3529,1,2,0
3530,6,1,0
3531,6,1,0
3532,1,1,0
3533,6,8,14
3534,6,1,0
3535,6,0,0
3536,0,2,0
3537,6,0,0
3538,9,11,17
3539,6,8,14
3540,6,8,14
3541,6,8,14
3542,6,8,14
3543,6,1,0
3544,0,1,0
3545,7,6,15
3546,6,0,0
3547,6,0,14
3548,3,4,11
3549,6,0,0
3550,0,1,0
3551,6,0,14
3552,6,8,14
3553,6,8,14
3554,6,8,0
3555,6,8,14
3556,6,8,14
3557,0,0,0
3558,6,1,0
3559,2,2,0
3560,0,1,0
3561,6,1,0
3562,6,2,14
3563,6,2,0
3564,6,0,0
3565,6,2,0
3566,6,1,0
3567,6,0,14
3568,6,2,14
3569,6,0,14
3570,1,3,0
3571,6,1,0
3572,6,0,14
3573,6,0,14
3574,6,0,0
3575,6,8,14
3576,6,1,0
3577,6,3,14
3578,6,1,0
3579,6,0,0
3580,6,0,0
3581,6,3,0
3582,6,1,0
3583,6,0,0
3584,6,2,0
3585,6,8,14
3586,6,3,0
3587,6,0,0
3588,0,2,0
3589,0,1,0
3590,0,1,0
3591,2,0,0
3592,6,0,0
3593,6,0,14
3594,6,0,14
3595,6,8,14
3596,0,1,0
3597,6,3,0
3598,6,0,14
3599,6,0,14
3600,6,1,14
3601,6,1,14
3602,6,1,14
3603,6,8,14
3604,6,0,14
3605,6,0,0
3606,6,0,0
3607,2,3,13
3608,6,8,14
3609,6,0,0
3610,6,0,0
3611,6,0,0
3612,6,0,0
3613,6,0,14
3614,6,0,14
3615,6,3,0
3616,6,0,0
3617,6,0,14
3618,6,0,0
3619,6,0,14
3620,6,0,14
3621,6,0,14
3622,6,3,14
3623,6,0,14
3624,6,1,0
3625,6,0,14
3626,6,1,0
3627,6,3,0
3628,0,0,14
3629,6,8,14
3630,6,1,0
3631,6,0,0
3632,6,8,0
3633,6,0,14
3634,6,1,14
3635,6,1,14
3636,6,1,0
3637,6,1,0
3638,6,1,0
3639,1,1,0
3640,6,0,0
3641,6,0,0
3642,0,0,0
3643,6,0,14
3644,6,8,14
3645,6,0,0
3646,6,0,14
3647,6,1,14
3648,6,3,0
3649,6,0,0
3650,1,1,0
3651,6,8,14
3652,6,8,14
3653,6,3,14
3654,6,0,14
3655,6,0,0
3656,6,1,14
3657,6,8,0
3658,6,8,14
3659,6,1,0
3660,6,0,14
3661,6,8,0
3662,0,0,14
3663,6,0,0
3664,6,0,0
3665,0,0,0
3666,6,0,14
3667,6,0,0
3668,0,1,0
3669,6,8,14
3670,6,0,0
3671,6,1,14
3672,6,1,0
3673,6,3,14
3674,6,1,14
3675,6,8,14
3676,6,3,14
3677,6,3,0
3678,6,12,4
3679,6,1,0
3680,7,6,15
3681,6,6,15
3682,6,9,2
3683,7,6,15
3684,6,9,2
3685,10,9,2
3686,6,9,2
3687,7,6,15
3688,10,9,2
3689,7,6,15
3690,6,0,0
3691,0,6,0
3692,7,6,15
3693,16,3,13
3694,7,6,15
3695,4,5,12
3696,10,9,2
3697,7,6,15
3698,7,6,15
3699,7,6,15
3700,10,9,2
3701,7,6,15
3702,11,5,12
3703,7,6,15
3704,0,5,0
3705,7,9,15
3706,11,5,12
3707,10,9,2
3708,4,5,12
3709,10,9,2
3710,7,6,15
3711,12,12,4
3712,10,9,2
3713,11,5,3
3714,7,6,15
3715,10,9,2
3716,10,9,2
3717,11,3,12
3718,11,5,12
3719,10,9,2
3720,10,9,2
3721,7,6,15
3722,10,9,2
3723,10,9,2
3724,11,5,3
3725,11,9,2
3726,7,6,15
3727,7,6,15
3728,4,5,12
3729,3,4,11
3730,7,6,15
3731,11,5,3
3732,7,6,15
3733,6,6,15
3734,11,0,12
3735,7,6,15
3736,7,6,15
3737,11,5,3
3738,7,6,15
3739,7,6,15
3740,7,6,15
3741,10,9,2
3742,7,6,15
3743,7,6,15
3744,11,0,12
3745,11,8,12
3746,11,5,3
3747,10,9,2
3748,10,9,2
3749,10,9,2
3750,7,6,15
3751,7,6,15
3752,4,5,12
3753,7,6,15
3754,11,6,15
3755,7,6,15
3756,7,6,15
3757,11,5,12
3758,10,9,2
3759,10,9,2
3760,4,5,12
3761,10,9,2
3762,7,6,15
3763,10,9,2
3764,7,6,15
3765,10,9,2
3766,7,6,15
3767,7,6,15
3768,10,9,2
3769,7,6,15
3770,7,6,15
3771,6,3,14
3772,7,6,15
3773,7,9,15
3774,7,6,15
3775,10,9,2
3776,2,0,0
3777,11,5,12
3778,7,6,15
3779,7,6,15
3780,7,6,15
3781,7,6,15
3782,7,6,15
3783,11,9,12
3784,7,6,15
3785,10,9,2
3786,10,9,2
3787,7,6,15
3788,7,6,15
3789,7,6,15
3790,2,0,0
3791,10,9,2
3792,7,6,15
3793,7,6,15
3794,10,9,2
3795,7,6,15
3796,7,6,15
3797,11,5,3
3798,2,5,12
3799,7,6,15
3800,7,6,15
3801,7,6,15
3802,10,9,2
3803,7,6,15
3804,10,9,2
3805,11,0,3
3806,11,0,3
3807,7,6,15
3808,7,6,15
3809,7,6,15
3810,11,5,12
3811,11,6,15
3812,7,6,15
3813,7,6,15
3814,7,6,15
3815,7,6,15
3816,7,6,15
3817,7,6,15
3818,7,6,15
3819,7,6,15
3820,7,6,15
3821,4,5,12
3822,11,5,12
3823,11,5,3
3824,11,0,3
3825,7,6,15
3826,7,6,15
3827,7,6,15
3828,7,6,15
3829,6,9,2
3830,7,6,15
3831,2,0,0
3832,7,6,15
3833,7,6,15
3834,7,6,15
3835,11,5,12
3836,7,6,15
3837,7,6,15
3838,10,9,2
3839,7,6,15
3840,6,8,14
3841,6,6,15
3842,7,6,15
3843,6,6,15
3844,7,6,15
3845,6,9,2
3846,6,5,12
3847,7,6,15
3848,10,9,2
3849,4,5,12
3850,4,5,12
3851,7,6,15
3852,7,6,15
3853,7,6,15
3854,6,6,15
3855,6,6,15
3856,6,9,2
3857,11,6,12
3858,4,5,12
3859,6,6,15
3860,6,6,15
3861,7,6,15
3862,6,0,0
3863,7,6,15
3864,7,6,15
3865,2,5,12
3866,10,9,2
3867,7,6,15
3868,6,6,15
3869,11,9,2
3870,4,5,12
3871,4,5,12
3872,4,5,12
3873,4,5,12
3874,4,5,12
3875,4,5,12
3876,2,0,0
3877,4,5,12
3878,4,5,12
3879,4,5,12
3880,5,3,13
3881,4,5,12
3882,4,5,12
3883,4,5,12
3884,4,5,12
3885,6,5,12
3886,4,5,12
3887,2,0,0
3888,4,5,12
3889,4,5,12
3890,4,5,12
3891,4,5,12
3892,4,5,12
3893,4,5,12
3894,4,5,12
3895,4,5,12
3896,6,5,14
3897,4,5,12
3898,4,5,12
3899,5,0,13
3900,4,5,12
3901,4,5,12
3902,4,5,12
3903,2,5,12
3904,4,5,12
3905,4,5,12
3906,4,5,12
3907,4,5,12
3908,4,5,12
3909,4,5,12
3910,4,5,12
3911,4,5,12
3912,2,0,0
3913,4,5,12
3914,4,5,12
3915,4,5,12
3916,2,5,0
3917,2,5,0
3918,2,5,0
3919,4,5,12
3920,4,5,12
3921,4,5,12
3922,4,5,12
3923,13,10,5
3924,4,5,12
3925,4,5,12
3926,4,5,12
3927,4,5,12
3928,4,5,12
3929,2,0,14
3930,4,5,12
3931,4,5,12
3932,4,5,12
3933,4,5,12
3934,4,5,12
3935,4,5,12
3936,4,5,12
3937,4,5,12
3938,4,5,12
3939,4,5,12
3940,4,5,12
3941,4,5,12
3942,4,5,12
3943,4,5,12
3944,4,5,12
3945,4,5,12
3946,4,5,12
3947,2,5,0
3948,4,5,12
3949,6,5,12
3950,4,5,12
3951,4,5,12
3952,4,5,12
3953,4,5,12
3954,4,5,12
3955,4,5,12
3956,4,5,12
3957,4,5,12
3958,4,5,12
3959,4,5,12
3960,4,5,12
3961,4,5,12
3962,4,5,12
3963,4,5,12
3964,4,5,12
3965,2,3,0
3966,4,5,12
3967,4,5,12
3968,0,5,0
3969,4,5,12
3970,4,5,12
3971,4,5,12
3972,4,5,12
3973,6,5,12
3974,4,5,12
3975,4,5,12
3976,4,5,12
3977,4,5,12
3978,4,5,12
3979,4,5,12
3980,6,5,14
3981,6,5,14
3982,4,5,12
3983,4,5,12
3984,4,5,12
3985,6,5,14
3986,6,5,14
3987,6,5,12
3988,4,5,12
3989,4,5,12
3990,6,5,12
3991,0,1,0
3992,6,0,0
3993,6,1,0
3994,1,0,0
3995,1,2,0
3996,1,1,0
3997,1,0,0
3998,6,0,0
3999,6,0,0
4000,11,5,12
4001,6,0,0
4002,0,2,0
4003,1,2,0
4004,1,0,14
4005,11,1,12
4006,0,0,0
4007,2,0,0
4008,0,0,0
4009,1,1,0
4010,2,1,0
4011,1,2,0
4012,1,2,0
4013,1,2,1
4014,1,2,0
4015,0,0,0
4016,6,1,0
4017,1,2,0
4018,1,1,0
4019,6,1,0
4020,1,2,0
4021,1,2,0
4022,1,1,0
4023,1,9,2
4024,6,5,14
4025,6,1,0
4026,6,0,14
4027,6,0,14
4028,6,1,0
4029,1,0,0
4030,1,3,0
4031,0,2,0
4032,11,0,12
4033,0,2,0
4034,1,1,0
4035,6,0,14
4036,1,1,0
4037,0,0,0
4038,1,0,0
4039,2,2,0
4040,0,1,0
4041,1,3,0
4042,16,3,13
4043,0,2,0
4044,6,1,0
4045,6,1,0
4046,6,0,0
4047,1,0,14
4048,1,2,0
4049,0,0,0
4050,1,0,14
4051,6,0,0
4052,1,0,0
4053,1,1,0
4054,1,0,0
4055,1,0,0
4056,11,0,12
4057,6,0,14
4058,1,0,0
4059,1,2,0
4060,2,1,0
4061,1,2,0
4062,0,0,14
4063,1,1,0
4064,1,1,0
4065,2,0,0
4066,11,0,12
4067,1,1,0
4068,6,1,0
4069,0,1,0
4070,6,0,14
4071,1,0,0
4072,1,2,0
4073,5,3,13
4074,0,0,0
4075,11,0,12
4076,1,2,0
4077,1,2,0
4078,1,1,0
4079,1,1,0
4080,1,0,0
4081,6,0,0
4082,6,8,14
4083,16,3,8
4084,1,0,0
4085,5,3,13
4086,1,2,0
4087,0,2,0
4088,1,1,0
4089,6,2,0
4090,1,0,0
4091,0,1,0
4092,1,1,0
4093,1,0,14
4094,2,1,0
4095,1,2,0
4096,1,2,0
4097,8,7,16
4098,6,0,0
4099,6,1,0
4100,1,1,0
4101,2,0,14
4102,1,2,0
4103,1,2,0
4104,1,2,0
4105,6,0,14
4106,11,1,12
4107,6,1,14
4108,16,3,8
4109,11,5,3
4110,1,1,0
4111,0,0,0
4112,0,1,0
4113,1,1,0
4114,1,2,0
4115,1,1,0
4116,3,4,11
4117,11,0,12
4118,1,1,0
4119,0,0,0
4120,2,1,0
4121,1,1,0
4122,1,3,0
4123,1,1,0
4124,1,1,0
4125,6,0,0
4126,1,2,1
4127,2,0,14
4128,1,2,0
4129,1,1,0
4130,6,1,14
4131,6,8,14
4132,11,0,12
4133,6,5,14
4134,6,1,0
4135,6,2,0
4136,6,2,14
4137,1,1,0
4138,5,3,13
4139,0,1,0
4140,16,3,8
4141,6,0,0
4142,6,2,14
4143,0,5,0
4144,6,1,14
4145,6,1,0
4146,6,0,14
4147,6,0,0
4148,6,0,14
4149,6,0,14
4150,6,1,0
4151,6,1,0
4152,6,0,14
4153,6,0,0
4154,11,0,14
4155,1,2,1
4156,6,5,14
4157,0,0,0
4158,2,0,0
4159,1,2,0
4160,11,0,12
4161,6,1,0
4162,6,3,14
4163,0,2,0
4164,12,12,4
4165,0,2,0
4166,0,2,0
4167,0,1,0
4168,2,1,0
4169,5,3,13
4170,0,1,0
4171,0,2,0
4172,6,1,0
4173,2,0,0
4174,0,2,0
4175,2,2,0
4176,1,1,0
4177,0,1,0
4178,1,2,0
4179,0,1,0
4180,4,0,12
4181,1,2,0
4182,1,0,14
4183,2,0,0
4184,2,2,0
4185,0,2,0
4186,2,1,0
4187,0,1,0
4188,1,2,0
4189,1,1,0
4190,6,0,14
4191,0,2,0
4192,0,2,0
4193,3,4,11
4194,0,2,0
4195,0,2,0
4196,2,1,0
4197,0,0,0
4198,6,2,0
4199,0,1,0
4200,0,1,0
4201,1,2,0
4202,0,0,0
4203,1,2,0
4204,0,2,0
4205,0,1,0
4206,6,2,14
4207,0,1,0
4208,2,1,0
4209,0,1,0
4210,1,2,0
4211,1,2,0
4212,0,1,0
4213,2,0,14
4214,3,4,11
4215,1,2,0
4216,0,2,0
4217,1,2,0
4218,2,2,0
4219,0,1,0
4220,2,2,0
4221,0,2,0
4222,6,2,0
4223,1,1,0
4224,0,1,0
4225,0,1,0
4226,0,2,0
4227,2,3,10
4228,0,2,0
4229,0,1,0
4230,0,1,0
4231,0,1,0
4232,2,0,0
4233,0,1,0
4234,0,2,0
4235,0,2,0
4236,0,1,0
4237,0,2,0
4238,0,2,0
4239,0,2,0
4240,0,1,0
4241,0,2,0
4242,0,0,14
4243,6,8,14
4244,1,0,0
4245,1,2,0
4246,0,1,0
4247,0,2,0
4248,2,2,0
4249,0,1,0
4250,1,2,0
4251,2,1,0
4252,6,1,0
4253,0,1,0
4254,2,1,0
4255,0,0,0
4256,2,0,0
4257,1,2,0
4258,0,1,0
4259,0,2,0
4260,1,1,0
4261,1,1,0
4262,6,0,14
4263,2,0,0
4264,0,2,0
4265,0,2,0
4266,1,1,0
4267,0,1,0
4268,0,1,0
4269,0,2,0
4270,0,1,0
4271,0,1,0
4272,0,2,0
4273,1,0,0
4274,0,2,0
4275,0,0,14
4276,0,1,0
4277,0,2,0
4278,0,2,0
4279,6,0,14
4280,2,2,0
4281,0,2,0
4282,0,3,13
4283,2,1,0
4284,10,9,2
4285,0,2,0
4286,0,1,0
4287,1,3,0
4288,0,2,0
4289,2,2,0
4290,1,2,0
4291,0,2,0
4292,0,1,0
4293,0,1,0
4294,0,0,0
4295,0,2,0
4296,0,2,0
4297,0,0,0
4298,1,2,0
4299,6,1,0
4300,1,1,0
4301,1,1,0
4302,0,1,0
4303,2,1,0
4304,0,2,0
4305,2,2,0
4306,2,2,0
4307,2,2,0
4308,2,0,0
4309,2,1,0
4310,0,2,0
4311,0,1,0
4312,1,1,0
4313,1,2,0
4314,0,2,0
4315,1,1,0
4316,0,2,0
4317,0,2,0
4318,1,2,0
4319,0,2,0
4320,2,2,0
4321,2,0,0
4322,0,2,0
4323,1,2,0
4324,0,2,0
4325,11,5,12
4326,0,2,0
4327,1,1,0
4328,0,2,0
4329,1,1,0
4330,0,1,0
4331,0,1,0
4332,1,0,14
4333,0,2,0
4334,0,1,0
4335,6,2,0
4336,0,0,0
4337,0,1,0
4338,0,2,0
4339,0,2,0
4340,6,1,0
4341,0,2,0
4342,0,1,0
4343,0,2,0
4344,2,1,0
4345,1,3,0
4346,6,1,0
4347,6,1,0
4348,6,1,0
4349,0,1,0
4350,1,2,0
4351,8,7,16
4352,8,7,16
4353,8,7,16
4354,8,7,16
4355,8,7,16
4356,8,7,16
4357,8,7,16
4358,8,7,16
4359,8,7,16
4360,8,7,16
4361,8,7,16
4362,8,7,16
4363,8,7,16
4364,8,7,16
4365,8,7,16
4366,8,7,16
4367,8,7,16
4368,8,7,16
4369,8,7,16
4370,8,7,16
4371,8,7,16
4372,8,7,16
4373,8,7,16
4374,8,7,16
4375,8,7,16
4376,8,7,16
4377,8,7,16
4378,8,7,16
4379,8,7,16
4380,8,7,16
4381,8,7,16
4382,15,7,7
4383,8,7,16
4385,8,7,16
4387,8,7,16
4388,8,7,16
4389,8,7,16
4390,8,7,16
4391,8,7,16
4392,8,7,16
4393,8,7,16
4394,8,7,16
4395,8,7,16
4396,8,7,16
4397,8,7,16
4398,8,7,16
4399,8,7,16
4400,8,7,16
4401,8,7,16
4402,15,7,7
4458,17,5,9
4459,17,5,9
4460,17,3,14
4461,17,8,14
4462,17,4,11
4463,17,3,14
4464,17,0,14
4465,17,8,14
4466,17,0,14
4467,17,8,14
4468,6,3,14
4469,17,4,11
4470,17,4,9
4471,17,8,14
4472,17,5,9
4473,17,4,11
4474,17,8,14
4475,17,4,11
4476,17,4,11
4477,17,9,9
4478,17,8,14
4479,17,3,14
4480,17,8,14
4494,2,2,0
4520,1,2,0
4530,6,8,14
4531,6,8,14
4532,6,5,12
4533,6,0,0
4534,6,8,14
4535,6,8,14
4536,6,3,0
4537,6,0,14
4538,6,10,5
4539,6,8,14
4540,6,8,14
4541,6,5,12
4542,10,9,2
4543,3,4,11
4544,6,8,14
4545,6,5,14
4546,6,8,14
4547,6,3,14
4548,6,9,2
4549,15,10,7
4550,3,4,11
4551,6,0,0
4552,3,4,11
4553,6,0,14
4554,6,0,14
4555,6,0,14
4556,6,0,14
4557,6,0,0
4558,6,8,14
4559,6,8,0
4560,6,2,0
4561,6,0,0
4562,4,5,12
4563,6,3,0
4564,6,0,0
4565,6,3,0
4566,6,0,14
4567,6,8,14
4568,6,8,14
4569,6,3,14
4570,6,2,0
4571,10,9,2
4572,6,3,0
4573,6,8,14
4574,6,0,0
4575,6,1,0
4576,6,0,0
4577,4,5,12
4578,6,3,0
4579,3,4,11
4580,1,0,0
4581,6,0,0
4582,13,10,5
4583,6,0,14
4584,5,3,13
4585,6,0,0
4586,4,5,12
4587,6,8,14
4588,6,9,0
4589,6,0,0
4590,15,7,7
4591,6,5,0
4592,6,8,14
4593,2,0,0
4594,6,0,0
4595,6,8,14
4596,6,1,0
4597,6,5,12
4598,6,0,0
4599,6,3,14
4600,6,8,14
4601,6,0,0
4602,6,0,0
4603,6,1,14
4604,6,8,14
4605,6,8,14
4606,10,9,2
4607,7,6,15
4608,6,8,14
4609,6,0,0
4610,6,5,14
4611,6,0,14
4612,7,6,15
4613,6,1,0
4614,6,3,14
4615,6,0,0
4616,6,0,14
4617,6,5,12
4618,6,0,0
4619,6,1,0
4620,6,8,14
4621,6,0,14
4622,3,4,11
4623,6,3,14
4624,6,0,14
4625,6,0,0
4626,10,9,2
4627,6,8,0
4628,6,8,14
4629,6,5,14
4630,6,0,0
4631,6,0,0
4632,6,1,0
4633,6,8,14
4634,12,12,4
4635,6,0,14
4636,8,7,16
4637,6,0,14
4638,8,7,16
4639,6,8,14
4640,6,0,14
4641,6,1,0
4642,6,0,0
4643,3,4,11
4644,13,10,5
4645,6,0,14
4646,6,8,14
4647,6,3,14
4648,6,8,14
4649,6,6,15
4650,13,10,5
4651,6,9,14
4652,13,10,5
4653,6,8,14
4654,9,11,17
4655,2,2,0
4656,2,2,0
4657,3,4,11
4658,3,4,11
4659,3,4,11
4660,3,4,11
4661,0,2,0
4662,12,12,4
4663,3,4,11
4664,8,7,16
4665,16,3,8
4666,8,7,16
4667,1,1,0
4668,11,2,12
4669,7,9,15
4670,1,2,0
4671,3,4,11
4672,0,1,0
4673,12,12,4
4674,5,3,13
4675,3,4,11
4676,2,3,13
4677,0,2,0
4678,7,6,15
4679,0,0,0
4680,0,2,0
4681,0,2,0
4682,2,0,0
4683,14,13,6
4684,3,4,11
4685,0,2,0
4686,2,1,0
4687,12,12,4
4688,2,0,14
4689,2,2,0
4690,2,1,0
4691,1,2,1
4692,12,12,4
4693,5,3,13
4694,3,4,11
4695,14,13,6
4696,4,5,12
4697,4,0,12
4698,8,7,16
4699,2,2,10
4700,2,2,0
4701,3,4,11
4702,14,13,6
4703,4,5,12
4704,2,2,0
4705,0,2,0
4706,1,1,0
4707,0,2,0
4708,16,3,8
4709,2,9,10
4710,2,2,0
4711,4,5,12
4712,1,2,0
4713,1,2,0
4714,3,4,11
4715,5,3,13
4716,4,5,12
4717,7,6,15
4718,0,2,0
4719,4,5,12
4720,4,5,12
4721,12,12,4
4722,2,2,0
4723,0,2,0
4724,4,5,12
4725,16,3,8
4726,1,2,0
4727,7,6,15
4728,3,4,11
4729,7,6,15
4730,15,10,7
4731,13,10,5
4732,2,1,0
4733,9,11,17
4734,3,4,11
4735,13,10,5
4736,1,2,0
4737,13,10,5
4738,3,4,11
4739,8,7,16
4740,7,6,15
4741,11,0,12
4742,0,2,0
4743,2,2,0
4744,4,5,12
4745,7,6,15
4746,4,5,12
4747,7,6,15
4748,2,2,10
4749,4,5,12
4750,0,2,0
4751,3,4,11
4752,2,2,0
4753,8,7,16
4754,3,4,11
4755,8,7,16
4756,1,2,0
4757,7,6,15
4758,5,3,13
4759,8,7,16
4760,2,2,0
4761,8,7,16
4762,8,7,16
4763,2,2,0
4764,2,2,0
4765,0,2,0
4766,2,3,13
4767,1,1,0
4768,10,9,2
4769,4,5,12
4770,1,2,0
4771,2,3,13
4772,4,5,12
4773,9,11,17
4774,7,6,15
4775,0,1,0
4776,2,2,0
4777,4,5,12
4778,4,5,12
4779,5,3,13
4780,0,2,0
4781,5,3,13
4782,4,5,12
4783,3,4,11
4784,13,10,5
4785,3,4,11
4786,9,11,17
4787,1,1,0
4788,5,3,13
4789,4,5,12
4790,3,4,11
4791,8,7,16
4792,11,1,12
4793,8,7,16
4794,0,2,0
4795,1,2,0
4796,1,2,0
4797,0,2,0
4798,13,10,5
4799,4,5,12
4800,8,7,16
4801,3,4,11
4802,1,2,0
4803,0,0,0
4804,5,3,13
4805,11,0,12
4806,0,0,0
4807,5,3,13
4808,4,5,12
4809,4,5,12
4810,8,7,16
4811,1,1,0
4812,12,12,4
4813,7,6,15
4814,5,3,13
4815,14,13,6
4816,11,5,3
4817,5,3,13
4818,11,5,12
4819,4,5,12
4820,5,3,13
4821,5,3,13
4822,12,12,4
4823,0,2,0
4824,3,4,11
4825,0,2,0
4826,12,12,4
4827,4,5,12
4828,3,4,11
4829,4,5,12
4830,2,2,0
4831,10,9,2
4832,5,3,13
4833,2,2,0
4834,5,3,13
4835,2,2,0
4836,8,7,16
4837,5,3,13
4838,8,7,16
4839,1,2,0
4840,2,2,0
4841,7,6,15
4842,5,3,13
4843,2,5,12
4844,4,5,12
4845,2,2,0
4846,7,6,15
4847,4,5,12
4848,2,8,10
4849,7,9,15
4850,3,4,11
4851,2,2,0
4852,4,5,12
4853,2,5,12
4854,1,2,0
4855,1,2,0
4856,11,2,12
4857,10,9,2
4858,0,2,0
4859,0,2,0
4860,12,12,4
4861,2,2,0
